Any,Regió Sanitària,Àrea Bàsica de Salut,Població assegurada oficial CatSalut
2014,TERRES DE L'EBRE,L'AMETLLA DE MAR - EL PERELLÓ,9676
2014,TERRES DE L'EBRE,SANT CARLES DE LA RÀPITA,24781
2014,TERRES DE L'EBRE,TERRA ALTA,11776
2014,TERRES DE L'EBRE,TORTOSA 1 - EST,24097
2014,TERRES DE L'EBRE,TORTOSA 2 - OEST,24650
2014,TERRES DE L'EBRE,ULLDECONA,12674
2014,TERRES DE L'EBRE,L'ALDEA - CAMARLES - L'AMPOLLA,10637
2014,GIRONA,ANGLÈS,12273
2014,GIRONA,ARBÚCIES/SANT HILARI,12398
2014,GIRONA,BANYOLES,31865
2014,GIRONA,BÀSCARA,4474
2014,GIRONA,BESALÚ,6044
2014,GIRONA,LA BISBAL D'EMPORDÀ,16837
2014,GIRONA,BLANES,39375
2014,GIRONA,CALELLA,18538
2014,GIRONA,CAMPRODON,4004
2014,GIRONA,CANET DE MAR,22385
2014,GIRONA,CASSÀ DE LA SELVA,30867
2014,GIRONA,CELRÀ,9579
2014,GIRONA,L'ESCALA,15583
2014,GIRONA,FIGUERES,48532
2014,GIRONA,GIRONA 1,22501
2014,GIRONA,GIRONA 2,31690
2014,GIRONA,GIRONA 3,35091
2014,GIRONA,GIRONA 4,14586
2014,GIRONA,LA JONQUERA,7029
2014,GIRONA,LLANÇÀ,7001
2014,GIRONA,LLORET DE MAR,40595
2014,GIRONA,MALGRAT DE MAR,26471
2014,GIRONA,OLOT,38098
2014,GIRONA,PALAFRUGELL,30720
2014,GIRONA,PALAMÓS,28437
2014,GIRONA,PERALADA,7221
2014,GIRONA,RIPOLL-SANT JOAN DE LES ABADESSES,14766
2014,GIRONA,ROSES,33833
2014,GIRONA,SALT,41681
2014,GIRONA,SANT FELIU DE GUÍXOLS,35836
2014,GIRONA,SANTA COLOMA DE FARNERS,15857
2014,GIRONA,SARRIÀ DE TER,13570
2014,GIRONA,SILS/VIDRERES/MAÇANET DE LA SELVA,21877
2014,GIRONA,TORROELLA DE MONTGRÍ,15178
2014,GIRONA,VILAFANT,13895
2014,GIRONA,PINEDA,29296
2014,GIRONA,BREDA - HOSTALRIC,12613
2014,GIRONA,TORDERA,16881
2014,GIRONA,RIBES DE FRESER-CAMPDEVÀNOL,5980
2014,GIRONA,SANT JOAN LES FONTS,5200
2014,GIRONA,VALL D'EN BAS,6114
2014,CATALUNYA CENTRAL,ARTÉS,11076
2014,CATALUNYA CENTRAL,BERGA,21746
2014,CATALUNYA CENTRAL,CALAF,6770
2014,CATALUNYA CENTRAL,CARDONA,5396
2014,CATALUNYA CENTRAL,MONTSERRAT,12920
2014,CATALUNYA CENTRAL,CENTELLES,12148
2014,CATALUNYA CENTRAL,BAIX BERGUEDÀ,11707
2014,CATALUNYA CENTRAL,ALT BERGUEDÀ,4870
2014,CATALUNYA CENTRAL,ANOIA RURAL,10765
2014,CATALUNYA CENTRAL,MANLLEU,20755
2014,CATALUNYA CENTRAL,MANRESA 1,21527
2014,CATALUNYA CENTRAL,MANRESA 2,22550
2014,CATALUNYA CENTRAL,MANRESA 3,14335
2014,CATALUNYA CENTRAL,MANRESA 4,22350
2014,CATALUNYA CENTRAL,MOIÀ,9523
2014,CATALUNYA CENTRAL,NAVÀS/BALSARENY,9828
2014,CATALUNYA CENTRAL,LLUÇANÈS,5983
2014,CATALUNYA CENTRAL,SALLENT,6761
2014,CATALUNYA CENTRAL,NAVARCLES - SANT FRUITÓS DE BAGES,22426
2014,CATALUNYA CENTRAL,SANT HIPÒLIT DE VOLTREGÀ,7021
2014,CATALUNYA CENTRAL,SANT JOAN DE VILATORRADA,12998
2014,CATALUNYA CENTRAL,SANT QUIRZE DE BESORA,4493
2014,CATALUNYA CENTRAL,SANT VICENÇ DE CASTELLET,15010
2014,CATALUNYA CENTRAL,SANTA COLOMA DE QUERALT,3558
2014,CATALUNYA CENTRAL,SANTA MARGARIDA DE MONTBUI,9911
2014,CATALUNYA CENTRAL,EL SOLSONÈS,12943
2014,CATALUNYA CENTRAL,SÚRIA,8793
2014,CATALUNYA CENTRAL,SANTA EUGÈNIA DE BERGA,17402
2014,CATALUNYA CENTRAL,TONA,12182
2014,CATALUNYA CENTRAL,VALL DEL GES,18312
2014,CATALUNYA CENTRAL,VILANOVA DEL CAMÍ,12712
2014,CATALUNYA CENTRAL,CAPELLADES,10627
2014,CATALUNYA CENTRAL,PIERA,17038
2014,CATALUNYA CENTRAL,VIC-1 NORD,24946
2014,CATALUNYA CENTRAL,VIC-2 SUD,23848
2014,CATALUNYA CENTRAL,IGUALADA-1,20102
2014,CATALUNYA CENTRAL,IGUALADA-2,20234
2014,CATALUNYA CENTRAL,RODA DE TER,9647
2014,ALT PIRINEU I ARAN,ARAN,9157
2014,ALT PIRINEU I ARAN,LA CERDANYA,15904
2014,ALT PIRINEU I ARAN,ALT URGELL-SUD,4134
2014,ALT PIRINEU I ARAN,PALLARS SOBIRÀ,6023
2014,ALT PIRINEU I ARAN,LA POBLA DE SEGUR,4300
2014,ALT PIRINEU I ARAN,ALTA RIBAGORÇA,3615
2014,ALT PIRINEU I ARAN,LA SEU D'URGELL,16876
2014,ALT PIRINEU I ARAN,TREMP,8408
2014,BARCELONA,ARENYS DE MAR,23195
2014,BARCELONA,ARGENTONA,17070
2014,BARCELONA,BARCELONA 1-A,15168
2014,BARCELONA,BARCELONA 1-B,22921
2014,BARCELONA,BARCELONA 1-C,15361
2014,BARCELONA,BARCELONA 1-D,32556
2014,BARCELONA,BARCELONA 1-E,21831
2014,BARCELONA,BARCELONA 2-A,34357
2014,BARCELONA,BARCELONA 2-B,30766
2014,BARCELONA,BARCELONA 2-C,31228
2014,BARCELONA,BARCELONA 2-D,18478
2014,BARCELONA,BARCELONA 2-E,33694
2014,BARCELONA,BARCELONA 2-G,22092
2014,BARCELONA,BARCELONA 2-H,26302
2014,BARCELONA,BARCELONA 2-I,21101
2014,BARCELONA,BARCELONA 2-J,27699
2014,BARCELONA,BARCELONA 2-K,26179
2014,BARCELONA,BARCELONA 3-A,25507
2014,BARCELONA,BARCELONA 3-B,24732
2014,BARCELONA,BARCELONA 3-C,15426
2014,BARCELONA,BARCELONA 3-D,30342
2014,BARCELONA,BARCELONA 3-E,42791
2014,BARCELONA,BARCELONA 3-G,27270
2014,BARCELONA,BARCELONA 4-A,28508
2014,BARCELONA,BARCELONA 4-B,22367
2014,BARCELONA,BARCELONA 4-C,31499
2014,BARCELONA,BARCELONA 5-A,28962
2014,BARCELONA,BARCELONA 5-B,34569
2014,BARCELONA,BARCELONA 5-C,27264
2014,BARCELONA,BARCELONA 5-D,18341
2014,BARCELONA,BARCELONA 5-E,33696
2014,BARCELONA,BARCELONA 6-A,30420
2014,BARCELONA,BARCELONA 6-B,26357
2014,BARCELONA,BARCELONA 6-C,21287
2014,BARCELONA,BARCELONA 6-D,21190
2014,BARCELONA,BARCELONA 7-A,21662
2014,BARCELONA,BARCELONA 7-B,19429
2014,BARCELONA,BARCELONA 7-C,19832
2014,BARCELONA,BARCELONA 7-D,28054
2014,BARCELONA,BARCELONA 7-E,29954
2014,BARCELONA,BARCELONA 7-F,20337
2014,BARCELONA,BARCELONA 8-A,10099
2014,BARCELONA,BARCELONA 8-B,11637
2014,BARCELONA,BARCELONA 8-C,14203
2014,BARCELONA,BARCELONA 8-D,15939
2014,BARCELONA,BARCELONA 8-E,18677
2014,BARCELONA,BARCELONA 8-F,25865
2014,BARCELONA,BARCELONA 8-G,16568
2014,BARCELONA,BARCELONA 8-H,15138
2014,BARCELONA,BARCELONA 9-A,34264
2014,BARCELONA,BARCELONA 9-C,34735
2014,BARCELONA,BARCELONA 9-D,28558
2014,BARCELONA,BARCELONA 9-E,14534
2014,BARCELONA,BARCELONA 9-F,11692
2014,BARCELONA,BARCELONA 10-A,34467
2014,BARCELONA,BARCELONA 10-B,28355
2014,BARCELONA,BARCELONA 10-C,22382
2014,BARCELONA,BARCELONA 10-D,27546
2014,BARCELONA,BARCELONA 10-E,17344
2014,BARCELONA,BARCELONA 10-F,24552
2014,BARCELONA,BARCELONA 10-G,24745
2014,BARCELONA,BARCELONA 10-H,20881
2014,BARCELONA,BARCELONA 10-I,12944
2014,BARCELONA,CALDES DE MONTBUI,23302
2014,BARCELONA,CARDEDEU,20584
2014,BARCELONA,CASTELLAR DEL VALLÈS,25390
2014,BARCELONA,CERDANYOLA DEL VALLÈS 1,24632
2014,BARCELONA,CERDANYOLA DEL VALLÈS 2,24799
2014,BARCELONA,CORNELLÀ DE LLOBREGAT 1,31977
2014,BARCELONA,CORNELLÀ DE LLOBREGAT 2,26818
2014,BARCELONA,CORNELLÀ DE LLOBREGAT 3,13349
2014,BARCELONA,CORNELLÀ DE LLOBREGAT 4,17071
2014,BARCELONA,ESPARREGUERA,27342
2014,BARCELONA,ESPLUGUES DE LLOBREGAT 1,18899
2014,BARCELONA,ESPLUGUES DE LLOBREGAT 2,29020
2014,BARCELONA,LA GARRIGA,27860
2014,BARCELONA,GAVÀ 1,19637
2014,BARCELONA,GAVÀ 2,26280
2014,BARCELONA,MARTORELL,28844
2014,BARCELONA,MARTORELLES,14021
2014,BARCELONA,MATARÓ 1,18565
2014,BARCELONA,MATARÓ 2,16266
2014,BARCELONA,MATARÓ 3,17910
2014,BARCELONA,MATARÓ 4,22028
2014,BARCELONA,MATARÓ 5,21461
2014,BARCELONA,MATARÓ 6,15394
2014,BARCELONA,MATARÓ 7,13918
2014,BARCELONA,MOLINS DE REI,28844
2014,BARCELONA,MONTORNÈS / MONTMELÓ,32682
2014,BARCELONA,OLESA DE MONTSERRAT,23522
2014,BARCELONA,PARETS DEL VALLÈS,18302
2014,BARCELONA,PENEDÈS RURAL,33309
2014,BARCELONA,EL PRAT DE LLOBREGAT 1,21625
2014,BARCELONA,EL PRAT DE LLOBREGAT 2,29374
2014,BARCELONA,EL PRAT DE LLOBREGAT 3,12805
2014,BARCELONA,PREMIÀ DE MAR,38345
2014,BARCELONA,SABADELL 1A,32322
2014,BARCELONA,SABADELL 1B,20693
2014,BARCELONA,SABADELL 2,24847
2014,BARCELONA,SABADELL 3A,19739
2014,BARCELONA,SABADELL 3B,16352
2014,BARCELONA,SABADELL 5,18872
2014,BARCELONA,SABADELL 6,30630
2014,BARCELONA,SABADELL 7,8915
2014,BARCELONA,SANT ANDREU DE LA BARCA,27686
2014,BARCELONA,SANT BOI DE LLOBREGAT 1,39401
2014,BARCELONA,SANT BOI DE LLOBREGAT 2,20917
2014,BARCELONA,SANT BOI DE LLOBREGAT 3,11775
2014,BARCELONA,SANT BOI DE LLOBREGAT 4,20648
2014,BARCELONA,SANT CELONI,33791
2014,BARCELONA,SANT FELIU DE LLOBREGAT 1,17452
2014,BARCELONA,SANT FELIU DE LLOBREGAT 2,26552
2014,BARCELONA,SANT JOAN DESPÍ 1,20266
2014,BARCELONA,SANT JOAN DESPÍ 2,13113
2014,BARCELONA,SANT JUST DESVERN,16772
2014,BARCELONA,SANT SADURNÍ D'ANOIA,21833
2014,BARCELONA,SANTA COLOMA DE GRAMENET 1,22777
2014,BARCELONA,SANTA COLOMA DE GRAMENET 2,15420
2014,BARCELONA,SANTA COLOMA DE GRAMENET 3,19667
2014,BARCELONA,SANTA COLOMA DE GRAMENET 4,23100
2014,BARCELONA,SANTA COLOMA DE GRAMENET 5,21141
2014,BARCELONA,SANTA PERPÈTUA DE LA MOGODA,25228
2014,BARCELONA,SITGES,24490
2014,BARCELONA,TERRASSA A,40947
2014,BARCELONA,TERRASSA B,26732
2014,BARCELONA,TERRASSA C,10745
2014,BARCELONA,TERRASSA D,32721
2014,BARCELONA,TERRASSA E,62501
2014,BARCELONA,TERRASSA F,42035
2014,BARCELONA,VALLIRANA,22686
2014,BARCELONA,VILADECANS 1,42034
2014,BARCELONA,VILADECANS 2,26986
2014,BARCELONA,VILAFRANCA DEL PENEDÈS,41470
2014,BARCELONA,VILASSAR DE MAR,24378
2014,BARCELONA,BADALONA 1,11534
2014,BARCELONA,BADALONA 2,15789
2014,BARCELONA,BADALONA 3,19776
2014,BARCELONA,BADALONA 4,12181
2014,BARCELONA,BADALONA 5,20708
2014,BARCELONA,BADALONA 6,33737
2014,BARCELONA,BADALONA 8,15712
2014,BARCELONA,BADALONA 9,19369
2014,BARCELONA,BADALONA 10,10282
2014,BARCELONA,BADALONA 11,22844
2014,BARCELONA,BADALONA 12,11663
2014,BARCELONA,GRANOLLERS 1 -OEST,22750
2014,BARCELONA,GRANOLLERS 2 - NORD,29081
2014,BARCELONA,GRANOLLERS 3 - CENTRE EST,28997
2014,BARCELONA,GRANOLLERS 4 - SUD,16144
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,28806
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,23363
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,24985
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 4-TORRAS,26770
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,19398
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,23141
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,22076
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,23217
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,29374
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,10814
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 11 - GORNAL,7976
2014,BARCELONA,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),26580
2014,BARCELONA,LA LLAGOSTA,14263
2014,BARCELONA,MONTCADA I REIXAC,33733
2014,BARCELONA,RUBÍ 1,30972
2014,BARCELONA,RUBÍ 2,40653
2014,BARCELONA,SANT ADRIÀ DEL BESÒS 1,20494
2014,BARCELONA,SANT ADRIÀ DEL BESÒS 2,15308
2014,BARCELONA,VALL DEL TENES,35953
2014,BARCELONA,VILANOVA I LA GELTRÚ 1,23991
2014,BARCELONA,VILANOVA I LA GELTRÚ 2,23549
2014,BARCELONA,GARRAF RURAL,35961
2014,BARCELONA,MONTGAT,18606
2014,BARCELONA,BARBERÀ DEL VALLÈS,32257
2014,BARCELONA,CIUTAT BADIA,14255
2014,BARCELONA,BARCELONA 9-G,25264
2014,BARCELONA,BARCELONA 7-G,31167
2014,BARCELONA,BARCELONA 8-I,18008
2014,BARCELONA,BARCELONA 10-J,23188
2014,BARCELONA,SANT ANDREU DE LLAVANERES,17848
2014,BARCELONA,BADALONA 7A,11583
2014,BARCELONA,BADALONA 7B,19255
2014,BARCELONA,SABADELL 4-A,15024
2014,BARCELONA,SABADELL 4-B,23264
2014,BARCELONA,MOLLET DEL VALLÈS-EST,29191
2014,BARCELONA,MOLLET DEL VALLÈS-2 OEST,24132
2014,BARCELONA,VILASSAR DE DALT,15606
2014,BARCELONA,LA ROCA DEL VALLÈS,10086
2014,BARCELONA,TERRASSA-G,24946
2014,BARCELONA,BARCELONA-6E,23312
2014,BARCELONA,CUBELLES-CUNIT,24643
2014,BARCELONA,MARTORELL RURAL,25797
2014,BARCELONA,EL MASNOU-ALELLA,23703
2014,BARCELONA,OCATA-TEIÀ,14085
2014,BARCELONA,SANT QUIRZE DEL VALLÈS,17445
2014,BARCELONA,CASTELLDEFELS-1,36041
2014,BARCELONA,CASTELLDEFELS-2,26517
2014,BARCELONA,PALLEJÀ,11151
2014,BARCELONA,SANTA COLOMA DE GRAMENET 6,21656
2014,BARCELONA,CORBERA DE LLOBREGAT,17166
2014,BARCELONA,ABRERA,11829
2014,BARCELONA,BEGUES,6323
2014,BARCELONA,SANT VICENÇ DELS HORTS 1,21385
2014,BARCELONA,SANT VICENÇ DELS HORTS 2,12534
2014,BARCELONA,ALT MOGENT,19796
2014,BARCELONA,RUBÍ 3,15512
2014,BARCELONA,VILANOVA I LA GELTRU 3,18387
2014,BARCELONA,BARCELONA 3-H,18294
2014,BARCELONA,CERDANYOLA-RIPOLLET,13357
2014,BARCELONA,BARCELONA 8-J,23931
2014,BARCELONA,RIPOLLET-1,17920
2014,BARCELONA,RIPOLLET-2,14273
2014,BARCELONA,SANT CUGAT DEL VALLÈS-1,30920
2014,BARCELONA,SANT CUGAT DEL VALLÈS-2,31391
2014,BARCELONA,SANT CUGAT DEL VALLÈS-3,21804
2014,BARCELONA,PALAU-SOLITÀ I PLEGAMANS,14642
2014,BARCELONA,POLINYÀ-SENTMENAT,16180
2014,Sense especificar,Sense especificar,9
2013,LLEIDA,AGRAMUNT,6825
2013,LLEIDA,ALCARRÀS,12693
2013,LLEIDA,ALFARRÀS/ALMENAR,10387
2013,LLEIDA,ARTESA DE SEGRE,4274
2013,LLEIDA,BALAGUER,28484
2013,LLEIDA,BELLPUIG,7138
2013,LLEIDA,LES BORGES BLANQUES,16547
2013,LLEIDA,CERVERA,20847
2013,LLEIDA,LA GRANADELLA,2676
2013,LLEIDA,LLEIDA 1,21352
2013,LLEIDA,LLEIDA 2,27408
2013,LLEIDA,LLEIDA 3,28425
2013,LLEIDA,LLEIDA 4,37701
2013,LLEIDA,LLEIDA 5,15328
2013,LLEIDA,LLEIDA 6,16275
2013,LLEIDA,LLEIDA RURAL 1-NORD,22133
2013,LLEIDA,PLA D'URGELL,37512
2013,LLEIDA,PONTS,3862
2013,LLEIDA,SERÒS,6932
2013,LLEIDA,TÀRREGA,23448
2013,LLEIDA,LLEIDA RURAL 2-SUD,7387
2013,LLEIDA,ALMACELLES,8835
2013,CAMP DE TARRAGONA,EL VENDRELL,45986
2013,CAMP DE TARRAGONA,LES BORGES DEL CAMP,6651
2013,CAMP DE TARRAGONA,CAMBRILS,32082
2013,CAMP DE TARRAGONA,CONSTANTÍ,6933
2013,CAMP DE TARRAGONA,CORNUDELLA DE MONTSANT,2285
2013,CAMP DE TARRAGONA,FALSET,6926
2013,CAMP DE TARRAGONA,MONTBLANC,16236
2013,CAMP DE TARRAGONA,MONT-ROIG DEL CAMP,12669
2013,CAMP DE TARRAGONA,EL MORELL,10860
2013,CAMP DE TARRAGONA,RIUDOMS,12188
2013,CAMP DE TARRAGONA,TARRAGONA 1,14675
2013,CAMP DE TARRAGONA,TARRAGONA 2,28762
2013,CAMP DE TARRAGONA,TARRAGONA 3,30188
2013,CAMP DE TARRAGONA,TARRAGONA 4,14955
2013,CAMP DE TARRAGONA,TARRAGONA 5,16482
2013,CAMP DE TARRAGONA,TARRAGONA 6,18995
2013,CAMP DE TARRAGONA,TORREDEMBARRA,34290
2013,CAMP DE TARRAGONA,ALT CAMP EST,11647
2013,CAMP DE TARRAGONA,VALLS URBÀ,27640
2013,CAMP DE TARRAGONA,REUS 1,14329
2013,CAMP DE TARRAGONA,REUS 2,28172
2013,CAMP DE TARRAGONA,REUS 3,23013
2013,CAMP DE TARRAGONA,REUS 4,22257
2013,CAMP DE TARRAGONA,REUS 5,27659
2013,CAMP DE TARRAGONA,BAIX PENEDÈS - INTERIOR,14757
2013,CAMP DE TARRAGONA,VANDELLÒS I L'HOSPITALET DE L'INFANT,5511
2013,CAMP DE TARRAGONA,ALT CAMP OEST,6150
2013,CAMP DE TARRAGONA,SALOU,25930
2013,CAMP DE TARRAGONA,VILA-SECA,20711
2013,CAMP DE TARRAGONA,TARRAGONA-7 (SANT SALVADOR),11224
2013,CAMP DE TARRAGONA,LA SELVA DEL CAMP,7097
2013,CAMP DE TARRAGONA,CALAFELL,22342
2013,CAMP DE TARRAGONA,TARRAGONA-8,16234
2013,TERRES DE L'EBRE,AMPOSTA,31608
2013,TERRES DE L'EBRE,DELTEBRE,12274
2013,TERRES DE L'EBRE,FLIX,8097
2013,TERRES DE L'EBRE,MÓRA LA NOVA - MÓRA D'EBRE,14582
2013,TERRES DE L'EBRE,L'AMETLLA DE MAR - EL PERELLÓ,9692
2013,TERRES DE L'EBRE,SANT CARLES DE LA RÀPITA,24958
2013,TERRES DE L'EBRE,TERRA ALTA,11914
2013,TERRES DE L'EBRE,TORTOSA 1 - EST,24424
2013,TERRES DE L'EBRE,TORTOSA 2 - OEST,24821
2013,TERRES DE L'EBRE,ULLDECONA,12924
2013,TERRES DE L'EBRE,L'ALDEA - CAMARLES - L'AMPOLLA,10716
2013,GIRONA,ANGLÈS,12262
2013,GIRONA,ARBÚCIES/SANT HILARI,12471
2013,GIRONA,BANYOLES,31686
2013,GIRONA,BÀSCARA,4425
2013,GIRONA,BESALÚ,6014
2013,GIRONA,LA BISBAL D'EMPORDÀ,16725
2013,GIRONA,BLANES,39676
2013,GIRONA,CALELLA,18471
2013,GIRONA,CAMPRODON,4073
2013,GIRONA,CANET DE MAR,22259
2013,GIRONA,CASSÀ DE LA SELVA,30278
2013,GIRONA,CELRÀ,9474
2013,GIRONA,L'ESCALA,15484
2013,GIRONA,FIGUERES,48300
2013,GIRONA,GIRONA 1,22497
2013,GIRONA,GIRONA 2,31728
2013,GIRONA,GIRONA 3,35052
2013,GIRONA,GIRONA 4,14211
2013,GIRONA,LA JONQUERA,7020
2013,GIRONA,LLANÇÀ,7036
2013,GIRONA,LLORET DE MAR,40656
2013,GIRONA,MALGRAT DE MAR,26346
2013,GIRONA,OLOT,38453
2013,GIRONA,PALAFRUGELL,30944
2013,GIRONA,PALAMÓS,28488
2013,GIRONA,PERALADA,7159
2013,GIRONA,RIPOLL-SANT JOAN DE LES ABADESSES,14902
2013,GIRONA,ROSES,33929
2013,GIRONA,SALT,41836
2013,GIRONA,SANT FELIU DE GUÍXOLS,35654
2013,GIRONA,SANTA COLOMA DE FARNERS,15773
2013,GIRONA,SARRIÀ DE TER,13451
2013,GIRONA,SILS/VIDRERES/MAÇANET DE LA SELVA,21877
2013,GIRONA,TORROELLA DE MONTGRÍ,15108
2013,GIRONA,VILAFANT,13869
2013,GIRONA,PINEDA,29191
2013,GIRONA,BREDA - HOSTALRIC,12517
2013,GIRONA,TORDERA,16663
2013,GIRONA,RIBES DE FRESER-CAMPDEVÀNOL,6030
2013,GIRONA,SANT JOAN LES FONTS,5161
2013,GIRONA,VALL D'EN BAS,5986
2013,CATALUNYA CENTRAL,ARTÉS,11032
2013,CATALUNYA CENTRAL,BERGA,21918
2013,CATALUNYA CENTRAL,CALAF,6848
2013,CATALUNYA CENTRAL,CARDONA,5464
2013,CATALUNYA CENTRAL,MONTSERRAT,12999
2013,CATALUNYA CENTRAL,CENTELLES,12212
2013,CATALUNYA CENTRAL,BAIX BERGUEDÀ,11817
2013,CATALUNYA CENTRAL,ALT BERGUEDÀ,4943
2013,CATALUNYA CENTRAL,ANOIA RURAL,10793
2013,CATALUNYA CENTRAL,MANLLEU,20809
2013,CATALUNYA CENTRAL,MANRESA 1,21860
2013,CATALUNYA CENTRAL,MANRESA 2,22465
2013,CATALUNYA CENTRAL,MANRESA 3,14160
2013,CATALUNYA CENTRAL,MANRESA 4,22528
2013,CATALUNYA CENTRAL,MOIÀ,9570
2013,CATALUNYA CENTRAL,NAVÀS/BALSARENY,9827
2013,CATALUNYA CENTRAL,LLUÇANÈS,6029
2013,CATALUNYA CENTRAL,SALLENT,6784
2013,CATALUNYA CENTRAL,NAVARCLES - SANT FRUITÓS DE BAGES,22338
2013,CATALUNYA CENTRAL,SANT HIPÒLIT DE VOLTREGÀ,7085
2013,CATALUNYA CENTRAL,SANT JOAN DE VILATORRADA,12958
2013,CATALUNYA CENTRAL,SANT QUIRZE DE BESORA,4575
2013,CATALUNYA CENTRAL,SANT VICENÇ DE CASTELLET,14916
2013,CATALUNYA CENTRAL,SANTA COLOMA DE QUERALT,3617
2013,CATALUNYA CENTRAL,SANTA MARGARIDA DE MONTBUI,9980
2013,CATALUNYA CENTRAL,EL SOLSONÈS,12978
2013,CATALUNYA CENTRAL,SÚRIA,8875
2013,CATALUNYA CENTRAL,SANTA EUGÈNIA DE BERGA,17343
2013,CATALUNYA CENTRAL,TONA,12225
2013,CATALUNYA CENTRAL,VALL DEL GES,18347
2013,CATALUNYA CENTRAL,VILANOVA DEL CAMÍ,12747
2013,CATALUNYA CENTRAL,CAPELLADES,10733
2013,CATALUNYA CENTRAL,PIERA,17034
2013,CATALUNYA CENTRAL,VIC-1 NORD,24901
2013,CATALUNYA CENTRAL,VIC-2 SUD,23734
2013,CATALUNYA CENTRAL,IGUALADA-1,20239
2013,CATALUNYA CENTRAL,IGUALADA-2,20197
2013,CATALUNYA CENTRAL,RODA DE TER,9677
2013,ALT PIRINEU I ARAN,ARAN,9070
2013,ALT PIRINEU I ARAN,LA CERDANYA,15840
2013,ALT PIRINEU I ARAN,ALT URGELL-SUD,4181
2013,ALT PIRINEU I ARAN,PALLARS SOBIRÀ,6092
2013,ALT PIRINEU I ARAN,LA POBLA DE SEGUR,4355
2013,ALT PIRINEU I ARAN,ALTA RIBAGORÇA,3719
2013,ALT PIRINEU I ARAN,LA SEU D'URGELL,16897
2013,ALT PIRINEU I ARAN,TREMP,8498
2013,BARCELONA,ARENYS DE MAR,23031
2013,BARCELONA,ARGENTONA,16994
2013,BARCELONA,BARCELONA 1-A,15546
2013,BARCELONA,BARCELONA 1-B,23190
2013,BARCELONA,BARCELONA 1-C,15754
2013,BARCELONA,BARCELONA 1-D,33824
2013,BARCELONA,BARCELONA 1-E,22261
2013,BARCELONA,BARCELONA 2-A,34420
2013,BARCELONA,BARCELONA 2-B,30962
2013,BARCELONA,BARCELONA 2-C,31558
2013,BARCELONA,BARCELONA 2-D,18722
2013,BARCELONA,BARCELONA 2-E,33983
2013,BARCELONA,BARCELONA 2-G,22288
2013,BARCELONA,BARCELONA 2-H,26438
2013,BARCELONA,BARCELONA 2-I,21327
2013,BARCELONA,BARCELONA 2-J,27637
2013,BARCELONA,BARCELONA 2-K,26382
2013,BARCELONA,BARCELONA 3-A,25991
2013,BARCELONA,BARCELONA 3-B,25021
2013,BARCELONA,BARCELONA 3-C,15600
2013,BARCELONA,BARCELONA 3-D,30944
2013,BARCELONA,BARCELONA 3-E,43409
2013,BARCELONA,BARCELONA 3-G,27477
2013,BARCELONA,BARCELONA 4-A,28679
2013,BARCELONA,BARCELONA 4-B,22439
2013,BARCELONA,BARCELONA 4-C,31812
2013,BARCELONA,BARCELONA 5-A,29097
2013,BARCELONA,BARCELONA 5-B,34580
2013,BARCELONA,BARCELONA 5-C,27351
2013,BARCELONA,BARCELONA 5-D,18165
2013,BARCELONA,BARCELONA 5-E,33764
2013,BARCELONA,BARCELONA 6-A,30610
2013,BARCELONA,BARCELONA 6-B,26473
2013,BARCELONA,BARCELONA 6-C,21300
2013,BARCELONA,BARCELONA 6-D,21164
2013,BARCELONA,BARCELONA 7-A,21944
2013,BARCELONA,BARCELONA 7-B,19776
2013,BARCELONA,BARCELONA 7-C,20095
2013,BARCELONA,BARCELONA 7-D,28113
2013,BARCELONA,BARCELONA 7-E,30159
2013,BARCELONA,BARCELONA 7-F,20341
2013,BARCELONA,BARCELONA 8-A,10320
2013,BARCELONA,BARCELONA 8-B,11689
2013,BARCELONA,BARCELONA 8-C,14317
2013,BARCELONA,BARCELONA 8-D,16052
2013,BARCELONA,BARCELONA 8-E,18900
2013,BARCELONA,BARCELONA 8-F,26208
2013,BARCELONA,BARCELONA 8-G,16825
2013,BARCELONA,BARCELONA 8-H,15244
2013,BARCELONA,BARCELONA 9-A,34455
2013,BARCELONA,BARCELONA 9-C,34766
2013,BARCELONA,BARCELONA 9-D,28775
2013,BARCELONA,BARCELONA 9-E,14675
2013,BARCELONA,BARCELONA 9-F,11740
2013,BARCELONA,BARCELONA 10-A,34220
2013,BARCELONA,BARCELONA 10-B,27993
2013,BARCELONA,BARCELONA 10-C,22000
