age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,blue-collar,single,secondary,no,121,no,no,cellular,4,feb,5,2,-1,0,unknown,no
2,student,single,secondary,no,706,yes,no,cellular,4,feb,4,2,-1,0,unknown,no
4,unemployed,married,tertiary,no,0,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
5,blue-collar,married,secondary,no,362,yes,yes,cellular,4,feb,4,3,-1,0,unknown,no
1,management,married,tertiary,no,367,no,no,cellular,4,feb,3,2,-1,0,unknown,no
2,self-employed,married,secondary,no,47,no,no,cellular,4,feb,4,2,169,2,failure,no
2,blue-collar,married,primary,no,651,yes,no,cellular,4,feb,5,2,267,2,failure,no
3,blue-collar,married,secondary,no,3045,no,no,cellular,4,feb,4,2,-1,0,unknown,no
4,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,5,2,-1,0,unknown,yes
3,unemployed,single,secondary,no,687,no,no,telephone,4,feb,4,3,-1,0,unknown,no
5,management,married,primary,no,199,yes,yes,cellular,4,feb,4,2,209,1,failure,no
2,admin.,single,secondary,no,304,no,yes,cellular,4,feb,3,2,212,2,other,no
1,admin.,single,tertiary,no,0,yes,no,cellular,4,feb,5,2,-1,0,unknown,yes
5,blue-collar,married,secondary,no,688,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
1,technician,single,secondary,no,1601,no,no,cellular,4,feb,5,2,-1,0,unknown,no
4,unemployed,married,secondary,no,1724,no,no,telephone,4,feb,2,2,-1,0,unknown,no
3,technician,married,secondary,no,694,yes,no,cellular,4,feb,2,4,196,5,failure,no
5,technician,divorced,secondary,no,285,no,no,cellular,4,feb,4,2,-1,0,unknown,no
3,services,married,tertiary,no,535,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
4,admin.,single,secondary,no,250,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
4,self-employed,divorced,tertiary,no,0,no,no,cellular,4,feb,4,3,-1,0,unknown,no
4,blue-collar,divorced,secondary,no,1450,no,no,cellular,4,feb,5,2,-1,0,unknown,no
1,entrepreneur,single,tertiary,no,95,no,no,cellular,4,feb,4,2,-1,0,unknown,no
1,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,5,2,229,3,other,no
3,entrepreneur,single,secondary,no,943,yes,no,cellular,4,feb,3,3,-1,0,unknown,no
4,technician,married,secondary,no,0,yes,yes,cellular,4,feb,5,8,204,5,failure,no
4,admin.,married,secondary,no,61,no,yes,telephone,4,feb,5,3,-1,0,unknown,no
5,management,married,tertiary,no,3284,yes,no,cellular,4,feb,3,2,271,3,failure,no
5,unemployed,married,secondary,no,1436,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
1,admin.,married,secondary,yes,23,no,yes,cellular,4,feb,3,2,-1,0,unknown,no
5,management,married,tertiary,no,856,yes,yes,cellular,4,feb,1,4,7,7,other,no
5,technician,married,primary,no,818,yes,no,cellular,4,feb,3,2,247,3,other,no
2,services,married,primary,no,218,yes,no,cellular,4,feb,3,3,-1,0,unknown,no
1,services,married,secondary,no,357,yes,no,cellular,4,feb,3,3,253,4,failure,no
2,technician,single,primary,no,449,yes,no,cellular,4,feb,2,4,252,1,failure,no
4,services,married,secondary,no,354,yes,no,telephone,4,feb,1,2,-1,0,unknown,no
1,management,single,tertiary,no,57,yes,no,cellular,4,feb,3,2,-1,0,unknown,no
4,blue-collar,married,primary,no,580,yes,no,telephone,4,feb,1,2,-1,0,unknown,no
3,self-employed,married,secondary,no,1029,yes,no,cellular,4,feb,3,3,223,1,other,no
2,management,married,tertiary,yes,-30,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
3,entrepreneur,married,secondary,no,35,no,no,cellular,4,feb,5,4,-1,0,unknown,no
1,services,single,primary,no,198,no,no,cellular,4,feb,5,2,-1,0,unknown,yes
4,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,1,3,175,2,other,no
5,management,divorced,tertiary,no,427,yes,yes,cellular,4,feb,1,2,231,2,other,no
5,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,4,2,229,2,failure,no
5,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,4,3,266,1,failure,no
2,management,single,tertiary,no,1240,yes,no,cellular,4,feb,5,2,260,1,other,no
1,blue-collar,married,secondary,no,1600,yes,no,cellular,4,feb,5,2,259,1,failure,no
2,entrepreneur,single,primary,no,1770,no,yes,cellular,4,feb,3,2,188,6,failure,no
3,admin.,married,secondary,no,599,yes,no,cellular,4,feb,4,2,-1,0,unknown,no
3,blue-collar,married,secondary,no,481,no,no,cellular,4,feb,1,8,-1,0,unknown,no
1,admin.,single,secondary,no,260,yes,no,cellular,4,feb,5,2,273,2,failure,no
5,unemployed,single,primary,no,1110,no,no,cellular,4,feb,5,2,-1,0,unknown,yes
3,admin.,married,secondary,no,313,yes,no,telephone,4,feb,5,2,-1,0,unknown,no
2,blue-collar,married,primary,no,277,no,no,cellular,4,feb,1,2,-1,0,unknown,no
5,housemaid,married,primary,no,10,no,no,cellular,4,feb,3,3,-1,0,unknown,no
4,blue-collar,married,primary,no,412,yes,no,telephone,4,feb,1,5,265,13,failure,no
2,management,single,tertiary,no,156,yes,no,cellular,4,feb,1,2,246,6,failure,no
3,blue-collar,married,secondary,no,242,yes,no,cellular,4,feb,2,2,-1,0,unknown,no
1,technician,single,secondary,no,1532,no,no,cellular,4,feb,4,5,-1,0,unknown,no
2,management,single,tertiary,no,3,no,no,cellular,4,feb,5,2,-1,0,unknown,no
1,services,married,secondary,no,199,no,no,cellular,4,feb,2,2,195,6,failure,no
2,management,single,tertiary,no,124,no,no,cellular,4,feb,1,2,-1,0,unknown,no
1,student,single,secondary,no,1510,no,no,telephone,4,feb,1,3,-1,0,unknown,no
1,technician,single,secondary,no,853,no,yes,telephone,4,feb,4,7,-1,0,unknown,no
5,blue-collar,married,primary,no,805,yes,yes,telephone,4,feb,2,7,268,2,other,no
3,technician,single,secondary,no,571,no,no,cellular,4,feb,4,3,-1,0,unknown,no
3,management,married,tertiary,no,1639,yes,no,cellular,4,feb,3,3,272,3,other,no
4,blue-collar,married,primary,no,556,yes,no,cellular,4,feb,3,2,264,4,other,no
2,services,single,secondary,no,122,yes,no,cellular,4,feb,3,4,268,2,failure,no
4,admin.,married,primary,no,96,no,no,telephone,4,feb,3,2,-1,0,unknown,no
2,blue-collar,married,secondary,no,557,no,no,cellular,4,feb,5,3,272,1,other,no
4,admin.,divorced,secondary,no,955,yes,no,cellular,4,feb,2,2,265,3,other,no
2,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,3,2,272,1,failure,no
3,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,2,3,-1,0,unknown,no
4,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,3,2,212,2,failure,no
3,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,5,2,-1,0,unknown,yes
3,technician,divorced,secondary,no,-24,yes,no,cellular,4,feb,1,2,-1,0,unknown,no
5,management,married,tertiary,no,-762,yes,yes,cellular,4,feb,1,10,7,5,other,no
3,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,5,2,-1,0,unknown,no
5,admin.,married,secondary,no,941,no,no,cellular,4,feb,2,2,-1,0,unknown,no
2,blue-collar,married,secondary,no,315,no,no,cellular,4,feb,3,3,-1,0,unknown,yes
5,management,divorced,secondary,no,1355,no,yes,cellular,4,feb,5,2,196,8,other,no
1,admin.,single,secondary,no,392,yes,yes,cellular,4,feb,3,2,259,2,failure,no
5,self-employed,married,tertiary,no,687,no,no,cellular,4,feb,4,5,-1,0,unknown,no
1,admin.,single,secondary,no,313,yes,no,cellular,4,feb,5,2,-1,0,unknown,yes
1,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,5,3,-1,0,unknown,no
4,self-employed,divorced,secondary,no,1966,yes,no,cellular,4,feb,1,2,204,3,other,no
4,unemployed,married,secondary,no,594,no,no,cellular,4,feb,3,2,-1,0,unknown,no
2,management,married,tertiary,no,1230,yes,no,cellular,4,feb,1,3,253,4,failure,no
3,admin.,married,secondary,no,110,yes,no,telephone,4,feb,3,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,-276,no,yes,cellular,4,feb,4,8,-1,0,unknown,no
4,technician,married,secondary,no,1667,no,yes,cellular,4,feb,5,3,-1,0,unknown,no
3,technician,married,secondary,no,277,yes,no,cellular,4,feb,4,2,-1,0,unknown,no
1,management,married,tertiary,no,1246,no,no,cellular,4,feb,4,2,-1,0,unknown,no
5,admin.,divorced,tertiary,no,178,yes,no,cellular,4,feb,3,2,-1,0,unknown,no
1,technician,married,secondary,no,273,no,no,cellular,4,feb,5,2,-1,0,unknown,yes
1,student,single,secondary,no,0,no,no,cellular,5,feb,1,8,-1,0,unknown,no
4,management,divorced,primary,no,641,yes,no,cellular,5,feb,1,2,269,3,other,no
5,blue-collar,single,secondary,no,-111,yes,no,cellular,5,feb,1,11,-1,0,unknown,no
3,technician,married,secondary,no,-329,no,no,telephone,5,feb,1,8,238,9,other,no
3,student,single,secondary,no,904,no,no,telephone,5,feb,1,9,8,13,other,no
2,management,divorced,tertiary,no,106,yes,no,cellular,5,feb,1,2,202,1,failure,no
2,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,5,3,-1,0,unknown,no
4,blue-collar,married,primary,no,572,no,no,telephone,5,feb,1,6,-1,0,unknown,no
5,admin.,married,secondary,no,761,no,yes,cellular,5,feb,4,3,-1,0,unknown,no
2,blue-collar,married,secondary,no,0,yes,yes,cellular,5,feb,4,6,-1,0,unknown,no
2,management,married,secondary,no,165,yes,no,telephone,5,feb,2,3,258,15,other,no
4,admin.,divorced,secondary,no,341,no,yes,cellular,5,feb,5,4,-1,0,unknown,no
4,retired,single,secondary,no,53,no,no,telephone,5,feb,4,4,-1,0,unknown,no
2,services,married,secondary,no,314,yes,yes,telephone,5,feb,2,3,-1,0,unknown,no
5,technician,divorced,primary,no,300,no,yes,cellular,5,feb,1,6,-1,0,unknown,no
1,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,1,7,255,11,failure,no
1,housemaid,single,primary,no,494,no,no,cellular,5,feb,1,10,-1,0,unknown,no
5,blue-collar,divorced,secondary,no,1774,no,yes,cellular,5,feb,1,9,-1,0,unknown,no
4,management,single,secondary,no,1063,yes,no,cellular,5,feb,2,3,-1,0,unknown,no
4,management,married,tertiary,no,-191,yes,no,cellular,5,feb,5,3,202,3,failure,no
3,self-employed,married,secondary,no,126,no,yes,cellular,5,feb,4,7,-1,0,unknown,no
5,management,married,tertiary,no,840,no,no,telephone,5,feb,2,3,-1,0,unknown,yes
4,blue-collar,married,secondary,no,558,yes,no,telephone,5,feb,5,8,-1,0,unknown,no
3,unemployed,married,primary,no,890,yes,no,cellular,5,feb,1,2,-1,0,unknown,no
2,blue-collar,married,secondary,no,-151,yes,no,cellular,5,feb,2,2,-1,0,unknown,no
5,management,married,secondary,no,-382,no,no,telephone,5,feb,5,4,189,12,success,no
3,blue-collar,married,primary,no,277,yes,yes,cellular,5,feb,4,2,-1,0,unknown,no
2,services,single,primary,no,496,yes,no,cellular,5,feb,3,1,-1,0,unknown,no
3,admin.,divorced,secondary,no,4,yes,no,cellular,5,feb,4,1,211,1,failure,no
2,entrepreneur,single,tertiary,no,46,yes,no,cellular,5,feb,2,1,-1,0,unknown,no
4,services,divorced,secondary,no,1162,no,no,cellular,5,feb,3,1,-1,0,unknown,no
3,management,divorced,tertiary,no,132,yes,no,cellular,5,feb,3,5,253,1,other,no
1,blue-collar,single,primary,no,296,no,no,telephone,5,feb,1,7,-1,0,unknown,no
5,blue-collar,married,secondary,no,844,no,no,telephone,5,feb,1,7,189,18,other,no
3,blue-collar,married,secondary,no,475,yes,no,cellular,5,feb,5,1,-1,0,unknown,no
4,management,married,tertiary,no,309,yes,no,cellular,5,feb,5,1,-1,0,unknown,yes
3,management,married,tertiary,no,57,no,no,cellular,5,feb,4,1,-1,0,unknown,yes
1,unemployed,single,secondary,no,2616,no,no,cellular,5,feb,4,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,574,no,no,cellular,5,feb,1,6,-1,0,unknown,no
1,self-employed,single,secondary,no,1018,no,no,cellular,5,feb,2,1,-1,0,unknown,no
5,retired,married,secondary,no,242,no,yes,cellular,5,feb,1,10,-1,0,unknown,no
5,admin.,divorced,secondary,no,381,no,no,cellular,5,feb,5,1,212,2,other,no
1,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,1,9,253,1,failure,no
2,student,single,secondary,no,334,yes,no,cellular,5,feb,3,4,233,2,other,no
2,services,divorced,secondary,no,440,yes,no,cellular,5,feb,2,1,248,1,failure,no
2,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,3,1,252,1,failure,no
2,management,married,tertiary,no,741,no,no,cellular,5,feb,4,1,260,1,failure,no
2,technician,married,secondary,no,1072,no,yes,cellular,5,feb,2,1,252,2,failure,no
4,retired,married,secondary,no,900,yes,no,cellular,5,feb,5,4,266,4,other,no
3,blue-collar,married,primary,no,438,no,no,cellular,5,feb,1,1,-1,0,unknown,no
2,services,married,secondary,no,1066,yes,no,cellular,5,feb,3,1,262,9,failure,no
4,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,4,1,252,1,other,no
5,admin.,married,secondary,no,264,yes,no,cellular,5,feb,3,1,-1,0,unknown,no
5,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,5,1,-1,0,unknown,no
3,technician,married,secondary,no,994,no,no,cellular,5,feb,4,1,241,1,failure,no
3,management,single,tertiary,no,1819,no,no,cellular,5,feb,2,3,-1,0,unknown,no
3,technician,divorced,secondary,no,3270,no,no,telephone,5,feb,1,1,-1,0,unknown,no
2,management,single,tertiary,no,2707,no,no,cellular,5,feb,5,1,-1,0,unknown,yes
4,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,2,1,253,4,failure,no
1,admin.,married,secondary,no,503,no,yes,cellular,5,feb,5,1,199,2,failure,no
2,student,single,secondary,no,430,no,no,cellular,5,feb,2,4,-1,0,unknown,no
2,admin.,single,secondary,no,554,yes,no,cellular,5,feb,2,1,-1,0,unknown,no
3,management,single,tertiary,no,156,no,no,cellular,5,feb,1,10,-1,0,unknown,no
1,blue-collar,single,tertiary,no,1527,no,no,cellular,5,feb,3,1,-1,0,unknown,no
1,management,single,secondary,no,292,yes,yes,telephone,5,feb,1,1,-1,0,unknown,no
1,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,3,1,199,3,failure,no
5,management,married,tertiary,no,297,no,no,cellular,5,feb,5,1,-1,0,unknown,no
2,management,single,tertiary,no,1410,yes,no,cellular,5,feb,1,1,254,5,failure,no
5,blue-collar,married,primary,no,99,yes,no,cellular,5,feb,1,1,261,3,failure,no
1,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,5,3,-1,0,unknown,no
3,housemaid,married,primary,no,118,yes,no,cellular,5,feb,3,2,-1,0,unknown,no
2,admin.,married,tertiary,no,788,yes,no,cellular,5,feb,4,1,-1,0,unknown,no
2,blue-collar,single,secondary,no,26,no,no,cellular,5,feb,2,1,-1,0,unknown,no
2,entrepreneur,divorced,primary,no,596,no,yes,cellular,5,feb,4,1,213,1,other,no
4,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,2,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,144,yes,no,cellular,5,feb,4,1,260,3,failure,no
5,entrepreneur,married,primary,no,1249,no,no,cellular,5,feb,3,1,-1,0,unknown,no
2,technician,married,secondary,no,3322,yes,no,cellular,5,feb,5,2,175,2,failure,no
1,management,married,tertiary,no,1251,no,no,cellular,5,feb,1,5,-1,0,unknown,no
5,unemployed,divorced,secondary,no,4,no,no,telephone,5,feb,5,2,-1,0,unknown,no
5,unemployed,married,tertiary,no,1798,yes,no,cellular,5,feb,1,8,-1,0,unknown,no
1,services,married,primary,no,549,yes,no,cellular,5,feb,3,1,245,2,failure,no
4,management,married,primary,no,363,no,no,cellular,5,feb,3,2,-1,0,unknown,no
2,management,single,tertiary,no,404,yes,no,cellular,5,feb,1,6,-1,0,unknown,no
2,technician,single,tertiary,no,1109,no,no,cellular,5,feb,5,1,167,2,failure,yes
1,technician,married,secondary,no,1099,yes,no,cellular,5,feb,4,1,-1,0,unknown,no
4,management,married,tertiary,no,271,yes,no,cellular,5,feb,1,6,-1,0,unknown,no
4,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,5,1,-1,0,unknown,no
3,unemployed,married,secondary,no,63,no,no,cellular,5,feb,5,1,-1,0,unknown,no
4,blue-collar,married,secondary,no,194,yes,no,cellular,5,feb,1,1,-1,0,unknown,no
3,blue-collar,single,secondary,no,767,no,no,cellular,5,feb,1,1,-1,0,unknown,no
4,self-employed,single,tertiary,no,580,no,no,cellular,5,feb,5,1,-1,0,unknown,no
1,blue-collar,divorced,secondary,no,302,yes,no,cellular,5,feb,2,1,192,8,other,no
4,blue-collar,married,secondary,no,366,yes,no,cellular,5,feb,3,1,-1,0,unknown,no
5,management,married,tertiary,no,3172,yes,no,cellular,5,feb,2,1,-1,0,unknown,no
4,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,2,1,195,8,success,no
1,admin.,married,secondary,no,73,yes,no,cellular,5,feb,2,1,-1,0,unknown,no
3,self-employed,single,tertiary,no,258,no,no,cellular,5,feb,4,1,-1,0,unknown,no
1,admin.,single,secondary,no,1261,no,no,cellular,5,feb,5,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,563,no,yes,cellular,5,feb,5,1,2,2,failure,no
4,blue-collar,divorced,secondary,no,-332,no,yes,cellular,5,feb,1,2,-1,0,unknown,no
4,management,married,tertiary,no,673,no,no,cellular,5,feb,2,1,-1,0,unknown,no
4,management,married,secondary,yes,-34,no,no,cellular,5,feb,3,1,-1,0,unknown,no
5,retired,married,tertiary,no,478,no,no,cellular,5,feb,2,1,-1,0,unknown,no
1,technician,single,secondary,no,63,no,no,cellular,5,feb,2,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,624,yes,no,cellular,5,feb,3,1,247,4,other,no
3,entrepreneur,married,secondary,no,65,no,no,cellular,5,feb,3,1,-1,0,unknown,no
1,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,2,1,265,1,failure,no
2,admin.,single,secondary,no,642,yes,no,cellular,5,feb,1,1,253,2,failure,no
1,management,single,secondary,no,293,yes,no,cellular,5,feb,4,1,253,2,failure,no
2,management,single,tertiary,no,3,no,no,cellular,5,feb,1,5,-1,0,unknown,no
5,unemployed,divorced,secondary,no,925,no,no,cellular,5,feb,1,1,-1,0,unknown,no
1,services,single,primary,yes,81,yes,no,telephone,5,feb,1,1,-1,0,unknown,no
2,services,married,secondary,no,87,no,no,cellular,5,feb,1,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,3,1,-1,0,unknown,no
3,blue-collar,single,primary,no,-187,yes,no,cellular,5,feb,3,1,-1,0,unknown,no
5,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,1,7,196,3,failure,no
5,admin.,divorced,secondary,no,223,no,no,cellular,5,feb,4,1,-1,0,unknown,no
5,retired,married,secondary,no,529,yes,no,cellular,5,feb,1,4,8,3,other,no
4,technician,married,secondary,no,658,no,no,cellular,5,feb,2,4,-1,0,unknown,no
1,technician,married,secondary,no,767,yes,no,cellular,5,feb,4,1,-1,0,unknown,no
3,entrepreneur,single,secondary,no,829,no,no,cellular,5,feb,4,1,-1,0,unknown,no
4,housemaid,divorced,secondary,no,1565,no,no,cellular,5,feb,4,1,-1,0,unknown,no
3,entrepreneur,single,secondary,no,185,no,no,cellular,5,feb,4,1,-1,0,unknown,no
1,management,single,tertiary,no,2648,no,no,cellular,5,feb,5,1,-1,0,unknown,yes
1,unemployed,single,secondary,no,11,no,no,cellular,5,feb,4,1,-1,0,unknown,no
2,management,married,tertiary,no,205,yes,no,cellular,5,feb,2,4,-1,0,unknown,no
1,management,married,tertiary,no,204,yes,no,cellular,5,feb,4,2,-1,0,unknown,no
3,technician,single,secondary,no,123,no,yes,cellular,5,feb,2,1,-1,0,unknown,no
3,management,single,tertiary,no,467,no,no,cellular,5,feb,4,2,-1,0,unknown,no
1,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,5,1,268,1,failure,yes
3,technician,married,primary,no,1846,no,no,cellular,5,feb,4,5,-1,0,unknown,no
5,unemployed,married,secondary,no,890,no,no,cellular,5,feb,4,4,-1,0,unknown,no
2,unemployed,single,secondary,no,682,no,no,cellular,5,feb,4,1,-1,0,unknown,no
3,technician,married,secondary,no,-378,yes,no,cellular,5,feb,4,1,253,2,failure,no
1,services,married,secondary,no,462,yes,yes,cellular,5,feb,5,1,-1,0,unknown,no
3,self-employed,married,secondary,no,2203,no,yes,cellular,5,feb,1,8,-1,0,unknown,no
1,unemployed,single,secondary,no,1562,yes,no,cellular,5,feb,4,1,-1,0,unknown,no
4,unemployed,single,primary,no,289,no,no,cellular,5,feb,3,1,-1,0,unknown,no
2,blue-collar,married,secondary,no,522,yes,yes,cellular,5,feb,4,2,-1,0,unknown,no
1,services,single,secondary,no,598,yes,no,cellular,5,feb,5,2,272,1,other,no
2,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,3,1,-1,0,unknown,no
1,technician,married,secondary,no,616,yes,no,cellular,5,feb,4,1,-1,0,unknown,no
2,management,married,tertiary,no,1557,yes,yes,cellular,5,feb,4,1,268,1,failure,no
2,admin.,married,tertiary,no,429,yes,no,cellular,5,feb,2,2,-1,0,unknown,no
2,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,2,3,-1,0,unknown,no
1,unemployed,single,secondary,no,40,no,no,cellular,5,feb,2,1,-1,0,unknown,no
5,services,divorced,secondary,no,-57,no,no,cellular,5,feb,2,1,-1,0,unknown,no
3,services,married,secondary,no,417,no,yes,telephone,5,feb,1,5,-1,0,unknown,no
4,management,married,primary,no,-417,yes,no,cellular,5,feb,1,3,273,3,failure,no
1,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,5,2,189,29,other,yes
1,admin.,single,secondary,no,685,no,no,cellular,5,feb,5,1,-1,0,unknown,no
1,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,5,1,-1,0,unknown,no
1,entrepreneur,single,tertiary,no,16,no,no,cellular,5,feb,1,1,-1,0,unknown,no
5,blue-collar,single,primary,no,433,no,no,cellular,5,feb,4,1,-1,0,unknown,no
4,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,feb,2,1,-1,0,unknown,no
1,management,single,tertiary,no,2849,no,no,cellular,5,feb,4,1,-1,0,unknown,no
1,blue-collar,single,secondary,no,1364,yes,no,cellular,5,feb,1,2,-1,0,unknown,no
3,self-employed,single,tertiary,no,917,yes,no,cellular,5,feb,3,2,258,1,failure,no
5,blue-collar,married,secondary,yes,-812,no,yes,cellular,5,feb,1,8,-1,0,unknown,no
1,self-employed,single,secondary,no,1242,yes,no,cellular,5,feb,3,2,253,2,success,no
1,admin.,single,secondary,no,424,no,no,cellular,5,feb,4,4,189,13,other,no
1,unemployed,married,tertiary,no,241,no,no,cellular,5,feb,1,5,-1,0,unknown,no
3,self-employed,single,tertiary,no,351,no,no,cellular,5,feb,1,1,-1,0,unknown,no
1,unemployed,married,primary,no,440,no,no,cellular,5,feb,2,1,-1,0,unknown,no
3,blue-collar,single,secondary,no,1598,yes,no,cellular,5,feb,3,1,-1,0,unknown,no
1,services,single,secondary,no,1820,yes,no,cellular,5,feb,2,2,203,1,success,no
1,self-employed,single,secondary,no,923,no,no,cellular,5,feb,2,1,-1,0,unknown,no
1,services,single,secondary,no,566,no,no,cellular,5,feb,2,1,-1,0,unknown,no
5,unemployed,single,tertiary,no,361,no,no,cellular,5,feb,5,1,-1,0,unknown,no
5,unemployed,married,secondary,no,2740,no,no,cellular,5,feb,2,1,-1,0,unknown,no
1,unemployed,single,primary,no,34,no,no,cellular,5,feb,4,1,-1,0,unknown,no
5,technician,married,secondary,no,2613,no,no,cellular,5,feb,1,1,-1,0,unknown,no
5,technician,married,secondary,no,201,no,no,cellular,5,feb,1,1,8,7,other,no
3,admin.,divorced,secondary,no,8,no,no,cellular,5,feb,2,1,-1,0,unknown,no
2,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,5,1,-1,0,unknown,no
2,unemployed,married,primary,no,309,no,no,cellular,5,feb,5,1,-1,0,unknown,yes
4,technician,married,secondary,no,2037,no,yes,cellular,5,feb,2,1,8,1,other,no
2,admin.,married,secondary,no,155,no,no,cellular,5,feb,5,2,-1,0,unknown,yes
4,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,2,4,275,3,failure,no
4,services,married,secondary,no,-91,yes,yes,cellular,5,feb,1,1,-1,0,unknown,no
2,management,single,tertiary,no,0,no,no,cellular,5,feb,1,1,-1,0,unknown,no
5,retired,married,secondary,no,883,no,no,telephone,5,feb,4,4,-1,0,unknown,no
5,management,married,secondary,no,287,no,yes,cellular,5,feb,1,1,8,2,other,no
2,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,1,5,-1,0,unknown,no
2,services,married,secondary,no,1004,no,no,cellular,5,feb,2,6,-1,0,unknown,no
1,blue-collar,married,primary,no,935,yes,no,cellular,5,feb,2,2,-1,0,unknown,no
3,management,single,secondary,no,159,no,no,cellular,5,feb,5,1,-1,0,unknown,no
4,technician,single,secondary,no,541,yes,no,cellular,5,feb,5,1,-1,0,unknown,yes
5,blue-collar,single,secondary,no,1187,yes,no,cellular,5,feb,1,2,-1,0,unknown,no
3,blue-collar,married,secondary,no,632,no,no,cellular,5,feb,5,2,-1,0,unknown,no
2,unemployed,single,secondary,no,1586,no,no,cellular,5,feb,4,2,-1,0,unknown,no
4,admin.,married,secondary,no,939,no,no,cellular,5,feb,1,2,8,1,other,no
1,student,single,secondary,no,61,no,yes,cellular,5,feb,2,5,8,2,other,no
4,blue-collar,married,primary,no,217,yes,no,cellular,5,feb,5,2,196,4,other,no
1,services,single,secondary,no,405,yes,no,cellular,5,feb,2,1,265,2,other,no
3,student,single,secondary,no,681,no,no,cellular,5,feb,3,1,8,1,other,no
4,unemployed,single,secondary,no,33,no,no,cellular,5,feb,5,1,-1,0,unknown,no
5,technician,divorced,secondary,no,1480,yes,yes,cellular,5,feb,5,1,-1,0,unknown,no
1,self-employed,married,tertiary,no,4,no,no,cellular,5,feb,3,1,-1,0,unknown,no
3,management,married,tertiary,no,1143,yes,no,cellular,5,feb,2,1,8,2,other,no
5,management,divorced,tertiary,no,-5,yes,no,cellular,5,feb,5,1,8,1,other,no
1,management,married,tertiary,no,312,no,no,telephone,5,feb,4,1,-1,0,unknown,no
2,management,married,tertiary,no,-149,no,no,cellular,5,feb,2,1,8,1,other,no
1,technician,single,secondary,no,299,yes,no,cellular,5,feb,1,7,-1,0,unknown,no
3,blue-collar,single,primary,no,3132,no,no,cellular,5,feb,4,1,-1,0,unknown,no
1,self-employed,married,tertiary,no,476,no,yes,cellular,5,feb,3,1,8,2,other,no
2,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,2,1,170,2,failure,no
3,management,married,secondary,no,18,yes,no,cellular,5,feb,3,1,8,2,other,no
2,management,single,tertiary,no,84,no,no,cellular,5,feb,4,1,-1,0,unknown,no
1,management,single,tertiary,no,841,no,no,cellular,5,feb,3,1,-1,0,unknown,no
5,retired,single,secondary,no,-158,yes,no,cellular,5,feb,1,1,8,1,other,no
4,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,4,3,234,2,other,no
5,blue-collar,married,secondary,no,121,no,no,cellular,5,feb,3,1,-1,0,unknown,no
3,unemployed,married,primary,no,646,no,no,cellular,5,feb,3,2,-1,0,unknown,no
3,management,married,tertiary,no,0,yes,no,cellular,5,feb,4,2,8,1,other,no
