"NumInvoices","NumCancellations","TotalCost","NumStocks","Days","DiffInvoices"
4,0,845.64,88,16.8,4
2,0,418.83,73,22.9,2
3,1,582.9,20,2.1,2
1,0,314.1,11,303,1
12,0,4199.85,10,17,12
1,2,99.77,4,235.2,-1
7,1,3429.55,141,39,6
1,0,371.01,24,84,1
2,0,430.94,83,165,2
2,0,1054.73,48,17,2
1,0,1098.78,49,76.9,1
3,0,2398.86,40,88.2,3
8,0,3408.48,53,24.2,8
4,0,1475.02,82,21.8,4
10,1,2816.97,217,2,9
2,1,1037.42,29,122.9,1
1,0,168.12,14,29.9,1
7,0,1451.28,110,11.9,7
1,0,158.03,26,19,1
2,0,792.11,52,43.9,2
1,0,41.99,3,3.1,1
7,3,2756.82,335,8.1,4
1,0,427.07,31,54.1,1
6,1,1044.78,103,87.9,5
5,1,3084.17,370,36,4
3,0,12393.7,9,2,3
5,0,2735.37,82,29.1,5
4,0,615.39,173,12,4
1,0,101.4,8,211,1
4,0,1701.94,221,47.1,4
3,0,478.78,29,23.1,3
4,0,992.71,68,21.8,4
3,0,407.5,62,245.1,3
16,0,3362.71,99,7.8,16
3,0,1415.29,87,35,3
47,7,33366.25,30,3.1,40
3,1,653.13,123,35.1,2
3,1,690.54,146,3.1,2
8,2,1483.31,156,2.9,6
1,0,211.88,26,47,1
2,0,408.9,26,38.9,2
9,1,3450.24,133,1.1,8
3,0,851.01,42,16.1,3
1,0,628.28,68,260,1
3,0,719.81,90,45.9,3
1,0,251.24,61,12,1
1,0,439.66,28,29,1
1,0,236.09,30,43,1
6,1,852.12,11,91.1,5
63,13,50992.61,44,38.1,50
1,0,331.24,28,309.1,1
2,0,548.94,91,92,2
20,7,8727.61,538,5,13
3,0,437.7,18,195.9,3
2,0,758.92,55,87,2
3,0,855.02,37,269.2,3
3,1,454.33,24,7,2
3,0,1313.55,57,65,3
3,0,3166.4,6,30,3
5,2,1147.37,68,21.8,3
4,0,773.99,30,37,4
4,0,1340.7,71,119,4
2,1,243.69,8,85.2,1
3,0,1111.79,248,40,3
1,0,137.9,10,173.1,1
1,0,362.06,34,53.9,1
2,0,1511.95,81,32.1,2
1,0,783.9,70,145,1
1,0,134.8,8,220.2,1
1,0,664.85,66,44.9,1
7,3,2140.22,109,3.8,4
6,0,1459.86,126,65.2,6
0,1,-29.95,0,268.9,-1
4,0,1153.62,50,9,4
1,0,335.32,23,259.9,1
1,0,372.09,71,365,1
5,0,1521.87,77,16,5
2,0,852.15,32,21.9,2
1,0,326.24,21,44.1,1
1,0,584.32,23,287.9,1
1,1,94.35,1,291,0
10,1,2173.53,71,2.9,9
1,0,79.2,1,283.1,1
3,0,1352,18,16,3
2,1,176.6,10,81.1,1
5,0,2806.9,175,56,5
2,0,1317.62,31,100.1,2
1,0,436.18,38,298.9,1
5,0,981.51,123,23,5
5,1,1119.31,24,59,4
2,0,315.06,16,154.2,2
3,2,779.36,37,98.1,1
1,0,17,1,106.1,1
4,2,1041.83,48,11,2
1,0,320.62,12,264,1
1,0,185.05,10,240,1
7,0,2005.63,34,87.2,7
3,0,731.9,29,50,3
1,2,1245.96,76,8.8,-1
3,0,1842.14,41,42,3
6,0,1429.64,30,6.9,6
1,0,302.36,28,61.1,1
1,0,336.96,13,248.2,1
1,0,108.38,6,65.1,1
7,0,3204.16,16,17.1,7
1,1,816.1,48,84.1,0
2,0,611.88,18,218.2,2
3,0,1337.48,283,45,3
4,0,195.74,15,143,4
1,0,161.38,30,182.9,1
1,0,135.75,8,170.2,1
8,0,1667.97,169,9.1,8
1,1,592.88,34,205.2,0
1,0,232.21,30,189.1,1
2,0,423.36,14,7.9,2
4,1,1294.14,26,59,3
2,0,867.11,170,57,2
4,0,684.42,26,72.9,4
1,0,307.78,16,51.2,1
1,1,187.15,11,315.9,0
1,0,289.35,13,366.9,1
4,0,6287.77,57,28.9,4
1,0,656.25,40,39,1
5,0,1880.22,76,17.1,5
6,0,3506.54,55,51.1,6
33,13,14305.66,220,3.1,20
2,1,603.69,34,21.1,1
1,0,517.55,21,262,1
3,0,709.38,35,59.2,3
0,1,-7.95,0,367.9,-1
3,0,635.41,25,18.2,3
2,2,703.77,32,52.1,0
1,0,620.4,30,88,1
1,0,535.34,37,249.1,1
6,1,2419.84,75,2.9,5
1,0,175.2,1,246.2,1
11,7,3741.98,134,8.1,4
3,0,734.13,26,157,3
1,0,375,22,133.2,1
1,0,76.32,1,296,1
2,0,280.52,18,4.1,2
5,5,1906.07,91,38.1,0
1,0,1829.04,29,268.1,1
5,0,1824.23,78,49.1,5
9,4,3024.62,108,8,5
3,1,644.24,12,15,2
1,0,348.2,14,281,1
2,2,1009.45,20,63.8,0
19,7,5352.97,286,1,12
1,0,37.4,2,251.9,1
2,1,441.6,5,224.8,1
3,1,802.53,27,16.9,2
27,1,3770.6,57,10,26
4,0,1822.97,71,7.9,4
6,1,1880.42,106,50.2,5
1,0,73.2,3,59,1
5,0,1140.21,52,95,5
6,1,1406.57,70,15.1,5
3,0,1009.55,19,126,3
4,0,1037.59,45,94,4
1,0,331.95,15,50,1
1,0,197.9,8,137.9,1
1,0,215.83,11,60.2,1
8,2,10217.48,90,99.9,6
1,0,305.54,11,73,1
4,0,6617.65,17,72,4
1,0,338.71,15,67,1
6,1,1155.54,26,63.8,5
2,0,529.41,31,16.1,2
12,1,3991.94,87,22,11
15,2,6841.24,160,31.1,13
4,0,981.86,65,44.1,4
2,0,215.48,9,15,2
1,0,215.08,6,39.9,1
13,12,4913.32,65,2.1,1
1,0,314.45,19,236.1,1
1,0,400.681,15,75,1
2,0,1080.62,149,3.9,2
4,1,1821.52,74,2.9,3
1,0,365.27,18,360.1,1
4,1,589.15,27,58.1,3
1,0,405.71,45,23,1
4,0,761.38,73,30.1,4
4,0,537.06,52,54.1,4
1,0,394.38,19,25,1
2,0,664.26,61,44.1,2
5,0,2262.62,37,88.1,5
18,0,21086.3,74,1,18
1,1,542.77,23,80.9,0
2,1,681.19,40,19,1
1,0,159,6,78.2,1
3,0,1062.75,36,170.1,3
1,0,242.35,14,80.1,1
1,0,914.93,37,266.9,1
2,2,259.39,13,235,0
7,1,3054.87,56,29.1,6
3,0,864.86,90,36,3
1,0,846.72,120,318,1
4,0,1295.3,90,56.8,4
5,0,1096.32,109,44.2,5
3,0,255.12,6,203,3
1,1,308.32,6,218.9,0
2,0,1010.6,46,86.9,2
2,0,542.03,32,189.2,2
4,1,983.23,24,32.1,3
3,2,422.13,22,70.8,1
5,1,858.41,42,40.1,4
1,0,432.2,20,78,1
2,1,372.9,18,56.2,1
2,3,3693.81,126,7.9,-1
13,0,2607.87,347,9.1,13
7,1,3598.26,184,7.9,6
2,0,409.1,49,33,2
2,0,1522.75,88,211.1,2
3,2,1352.36,80,23.1,1
1,0,114.56,16,170,1
1,0,152.94,7,61.1,1
5,0,1800.07,67,52.2,5
2,0,389.44,22,260.9,2
0,1,-295.09,0,365.9,-1
2,1,3665.62,114,31.1,1
8,2,2609.3,146,16,6
1,1,732.63,13,257.1,0
1,0,46.95,2,176.2,1
5,0,5203.51,111,45,5
1,0,1035.45,18,50.2,1
4,0,746.83,98,16.8,4
0,1,-31.65,0,360,-1
9,2,5423.15,164,8.8,7
7,0,861.89,44,73.1,7
2,0,667.65,45,70.8,2
1,0,1141.24,54,352.9,1
5,1,1423.29,89,2,4
1,0,411.7,25,116.1,1
1,0,357.95,64,372.9,1
1,0,559.87,33,196,1
1,0,810.6,6,176.2,1
1,2,537.83,23,22.9,-1
3,1,1496.68,102,20.9,2
1,0,2062.06,17,72,1
1,0,168.3,11,339,1
5,2,1531.51,117,5,3
2,0,823.97,87,30.9,2
1,0,142.5,8,169.2,1
1,1,280.9,17,117,0
10,2,2236.74,102,8.2,8
4,0,1328.55,70,9.2,4
1,3,275.4,20,212.1,-2
3,0,598.2,22,22,3
1,1,212.82,11,107.2,0
3,1,5305.83,119,25.1,2
1,0,361.22,22,138.1,1
6,3,602.27,36,213.1,3
4,0,2560,1,37.1,4
2,1,686.67,39,91.1,1
2,0,616.26,35,17.2,2
2,0,274.15,16,3,2
1,0,226.37,14,330,1
8,4,2755.56,120,64,4
3,0,1341.65,64,119,3
1,0,328.15,19,35,1
1,0,404.4,3,217.1,1
2,0,1038.46,56,171.9,2
5,2,230.7,7,72,3
2,0,326.75,28,0.9,2
1,0,207.5,1,196,1
3,0,428.68,100,128,3
3,2,510.54,14,43.9,1
14,1,3085.96,158,5.1,13
6,0,3844.22,142,14,6
3,1,242.21,39,17,2
7,1,1583.2,125,27.9,6
22,0,26626.8,9,7,22
1,0,151.05,10,36.1,1
1,0,214.8,11,157,1
1,0,109.95,17,284,1
1,0,549.07,124,107,1
4,2,1959.38,60,24.2,2
4,0,322.41,10,75,4
2,0,370.48,29,15.8,2
1,0,101.1,1,157.9,1
1,0,575.41,35,43.9,1
2,0,887.65,61,11,2
7,0,1469.45,157,31.9,7
1,0,53.5,9,290,1
4,1,1100.47,40,20.9,3
1,0,153.9,8,332.1,1
2,0,494.44,28,17.1,2
23,0,6675.71,51,3,23
2,0,395.8,38,63,2
3,1,210.32,20,197.1,2
3,0,658.88,31,32.9,3
4,1,2024.95,82,0.9,3
9,3,1460.37,39,6.8,6
6,2,3411.69,365,4,4
4,0,896.66,87,9,4
5,4,652.07,58,32,1
1,0,109.36,5,53,1
2,0,707.04,48,11.1,2
9,0,1540.42,45,17.1,9
1,0,327.3,18,18.2,1
2,0,804.49,123,37,2
2,0,497.43,58,2,2
3,0,1553.66,91,17.9,3
4,0,1320.56,143,81.9,4
2,0,367.93,86,33,2
2,0,473.03,101,65.9,2
2,1,977.52,104,8,1
1,0,676.2,5,266.9,1
3,0,362.95,22,246.9,3
4,1,2131.9,87,3.9,3
1,0,1780.59,28,60.9,1
2,0,668.36,80,74,2
2,0,584.5,33,89.1,2
3,0,555.89,52,60,3
2,0,317.2,76,28,2
1,0,94.36,4,322.1,1
4,1,1362.27,33,53,3
1,0,221.19,41,269,1
13,7,2941.05,120,2,6
5,4,1412.06,61,49.8,1
5,0,1486.9,150,60,5
2,2,1631.15,75,144.2,0
2,0,408.57,68,18.9,2
1,0,303.93,28,94.1,1
12,8,4061.24,66,0.8,4
2,0,299.6,55,264,2
1,1,161.05,10,301.8,0
1,0,443.05,23,70,1
2,0,167.25,3,301.9,2
1,0,163.07,55,18,1
10,0,2126.93,99,12.1,10
5,0,2028.88,145,35.8,5
2,0,214.65,41,19,2
1,0,151.83,25,53.1,1
1,0,262.2,30,56.1,1
2,0,126.25,5,21.1,2
1,0,210.35,45,44,1
3,1,1026.99,59,26,2
3,0,675.27,76,44,3
6,1,959.48,36,112.1,5
51,24,33805.69,68,17,27
1,0,346.12,18,24.1,1
1,1,82.56,5,191,0
1,0,302.7,21,301.9,1
10,0,1908.25,211,2,10
2,0,241.06,8,262.8,2
0,1,-2.95,0,80.9,-1
1,0,284.55,2,106,1
1,0,300.85,6,57,1
3,0,642.81,51,213,3
1,0,287.4,8,64,1
1,0,184.26,17,27.9,1
7,0,1522.25,88,28.9,7
5,0,798.35,74,5.1,5
5,0,3640.67,186,7,5
2,0,381.2,22,66.8,2
3,0,616.79,161,1,3
4,1,638.77,68,46,3
1,0,230.51,62,33,1
2,1,2.90000000000001,3,0.1,1
1,0,259.01,34,135,1
1,0,188.89,19,197.9,1
2,1,674.69,40,190.1,1
1,0,311.92,11,149.1,1
1,0,266.97,14,87.2,1
2,1,-8.15,2,44.1,1
7,0,1841.18,69,63.1,7
5,0,2158.37,80,99,5
1,0,208.36,9,218,1
18,0,3482.74,52,2.1,18
3,0,814.72,128,28,3
1,0,151.42,31,177.1,1
3,1,102,1,63.8,2
4,3,1383.7,74,21,1
3,0,1314.68,152,19,3
7,0,1603.46,103,33.1,7
1,0,74.9,2,74,1
4,0,650.43,148,23,4
4,1,757.44,120,51.1,3
1,0,223.95,13,274.1,1
3,1,314.86,18,164.2,2
7,4,1811.47,237,7,3
4,0,544.3,23,88,4
7,0,2494.46,111,63.2,7
3,0,331,15,24.9,3
2,0,300.83,35,10,2
1,0,769.29,51,75.1,1
1,0,220.62,18,15,1
1,0,139.35,19,192,1
2,1,379.4,25,173.1,1
1,0,363.65,41,76.9,1
3,1,492.2,28,33,2
1,0,731.5,39,46.1,1
4,2,1329.66,40,72.1,2
1,0,826.53,47,296,1
3,0,684.41,78,3,3
3,1,1562.22,92,8.1,2
6,0,2965.69,128,49.1,6
2,1,86.12,15,160.9,1
2,3,319.1,18,359.9,-1
6,0,400.86,8,4,6
4,1,1421.43,71,106.1,3
1,0,484.38,76,24.9,1
1,0,777.6,4,31,1
2,0,90.3,3,19,2
1,0,363.7,13,296.1,1
1,0,248.1,13,372,1
3,0,950.26,135,21.1,3
4,0,874.59,33,4.1,4
5,0,1627.13,89,52,5
1,0,101.7,6,29.9,1
1,0,162.7,17,277,1
2,1,480.92,36,60.9,1
2,0,215.08,13,24.9,2
3,1,1036.62,129,186,2
21,7,9295.67,151,1.2,14
26,3,11895.57,75,1.9,23
1,0,290.36,15,171.1,1
1,0,228.06,14,80.9,1
1,0,244.41,17,3,1
1,0,455.25,30,189.9,1
7,0,1244.59,68,21.8,7
3,0,6748.8,2,17.1,3
3,2,1026.94,112,19,1
1,0,593.75,31,4.9,1
1,1,539.02,49,107,0
4,0,1388.81,36,2.2,4
1,0,119.62,5,53.1,1
1,0,339.3,3,164.1,1
2,1,-95.93,25,290.1,1
10,0,4154.64,445,9.9,10
5,4,2266.25,162,108.1,1
3,0,922.12,26,95.2,3
2,0,379.73,17,242.2,2
12,2,5664.57,62,162.9,10
3,4,641.55,51,2.9,-1
2,0,285.89,15,34.9,2
7,0,3313.79,144,66.1,7
2,0,281.85,11,23.9,2
20,4,8257.04,264,0.1,16
2,1,816.51,53,20.8,1
2,0,511.12,29,5,2
1,0,1077.74,19,53.1,1
1,0,173.7,3,363.9,1
5,1,614.01,14,14.8,4
2,0,865.6,34,194,2
1,0,124.2,5,2.9,1
10,5,3622.95,68,8.2,5
3,2,1285.22,73,2.9,1
3,1,999.7,40,126.9,2
2,2,648.41,40,73.1,0
1,0,451.44,28,71,1
0,1,-30.6,0,364.9,-1
1,1,70.44,9,154.9,0
1,0,313.62,6,112.9,1
1,0,233.45,14,373,1
2,1,908.03,25,80,1
1,0,463.95,8,248.2,1
1,0,225.15,13,231.9,1
3,0,459.24,31,71,3
1,0,213.5,10,68.1,1
16,3,4073.28,142,4,13
3,0,330.03,24,50,3
1,0,181.09,53,75,1
1,0,360.16,83,61,1
2,0,250.15,12,15.1,2
1,0,90.04,7,3.9,1
1,1,140.7,10,277,0
6,0,813.52,50,3.9,6
1,0,244.8,29,40.1,1
1,1,494.73,29,30.9,0
2,0,482.47,34,74.2,2
14,2,3038.67,140,17.1,12
7,2,5450.96,155,15,5
1,0,75.66,6,219,1
1,1,120.99,9,185.9,0
4,0,1187.66,48,32.2,4
1,0,618.59,30,69.9,1
1,0,506.19,26,182.1,1
2,0,500.42,31,14.8,2
1,0,151.85,5,235.1,1
5,1,2630.64,79,31,4
1,1,204.41,14,253.1,0
2,0,178.96,9,3,2
4,0,813.48,22,51.1,4
1,0,129.45,5,245.2,1
2,0,810.57,44,80,2
1,0,333.08,23,274,1
17,3,4379.65,86,0,14
1,0,322.8,20,79,1
5,1,2183.04,79,29,4
2,0,417.73,58,73.1,2
6,1,2878.15,115,17,5
2,0,217.9,9,222.1,2
4,1,1124.59,66,32,3
10,1,1676.47,92,22.1,9
3,1,1169.38,48,25,2
1,0,231.1,12,105,1
2,1,679.83,32,4.1,1
1,0,487.51,27,245.2,1
2,0,833.78,62,177,2
2,0,214.06,12,169.1,2
1,1,270.86,19,38.1,0
1,0,518.42,24,71.2,1
7,4,6654.26,74,53.1,3
2,1,1166.92,67,15.9,1
4,1,594.97,29,140.9,3
6,0,3794.52,208,17.1,6
15,6,8568.24,14,21.9,9
4,0,933.62,158,9,4
1,0,123.24,8,368,1
1,0,39.12,2,188.9,1
4,1,810.45,16,15.9,3
1,0,135.4,9,361.9,1
1,0,118.98,32,19,1
2,0,570.13,52,67.9,2
6,0,306.72,9,14.8,6
3,1,1370.87,141,23,2
11,6,4022.46,179,16.1,5
3,0,1692.27,3,28,3
20,3,8093.59,22,1.8,17
2,0,319.61,89,54.1,2
4,1,1558.72,75,33,3
12,5,3013.83,92,2,7
1,0,129.75,3,366,1
1,0,183.7,10,42.8,1
6,0,1770.34,18,72.1,6
5,0,1028,15,4,5
28,3,65892.08,119,3.9,25
2,0,324.24,60,61,2
7,2,3043.48,406,47,5
4,0,1260.86,52,0.9,4
2,1,303.26,12,75.1,1
2,1,208.63,10,43.1,1
2,0,1276,2,256,2
2,0,482.01,58,68.1,2
4,0,657.9,7,135,4
1,0,112.75,20,240.9,1
2,0,1998,4,226.1,2
13,4,5040,159,8.1,9
13,5,5150.27,99,8.1,8
20,9,13946.13,133,0,11
3,0,531.35,108,37,3
1,0,656.63,27,45.1,1
5,0,3029.87,64,84.1,5
10,0,2483.04,268,18.9,10
5,0,1651.03,18,2.8,5
11,0,3645.43,259,9,11
15,6,6840.23,338,18,9
3,1,911.53,77,218.1,2
1,0,301.72,19,77.8,1
2,1,319.8,1,266.1,1
6,3,3278.36,176,8.8,3
1,0,623.75,41,369,1
7,1,1773.92,107,14.1,6
1,0,155.24,25,25.9,1
1,0,292.47,37,261.9,1
13,3,4711.21,96,17,10
2,0,589.15,37,91,2
7,1,775.07,110,301.8,6
5,0,1382.02,121,25.9,5
1,0,272.82,41,364,1
4,0,1054.67,218,46,4
21,5,7076.28,234,35.7,16
3,1,702.79,75,52,2
1,0,603.75,28,31.1,1
3,0,650.51,44,52,3
5,2,2269.21,88,78.1,3
1,0,417.6,1,53,1
1,0,3.75,1,297.1,1
1,1,312.55,13,171.9,0
1,1,0,1,46.1,0
7,1,2191.84,89,29,6
7,0,1304.76,198,11,7
17,1,7170.7,148,86.1,16
18,1,6694.31,234,4,17
2,2,826.96,34,25,0
5,0,1515.9,42,17.1,5
5,0,623.93,74,44,5
1,0,1764.72,24,30.1,1
1,0,207.5,9,372,1
1,0,223.92,34,58,1
1,0,2002.4,2,371.8,1
3,2,1484.63,133,114,1
1,0,239.4,13,214.2,1
1,0,106.83,7,318,1
1,0,369.34,22,65,1
3,1,772.84,40,7,2
1,0,316.62,13,96.1,1
3,0,1501.38,51,19,3
1,1,594.9,23,185,0
13,5,2758.25,209,3,8
1,0,34,1,293.9,1
2,0,1145.6,17,272.9,2
11,0,5580.6,148,30.1,11
3,2,458.04,47,47.1,1
1,0,380.39,33,260,1
5,1,744.9,116,57.1,4
5,0,2246.81,200,33,5
1,0,171.59,23,57,1
4,1,654.92,36,67,3
11,0,1695.66,84,9.9,11
1,0,388.28,61,60,1
2,0,226.35,45,80,2
2,0,245.94,16,74,2
22,6,10454.05,161,1.9,16
2,0,425.19,51,99.9,2
1,1,294.65,17,364.9,0
13,6,2242.25,103,10,7
1,0,107.6,3,19,1
2,0,597.48,138,123,2
1,0,80.8,5,7.9,1
6,2,1520.12,88,3,4
7,1,1706.28,218,28.7,6
2,0,110.38,11,281.9,2
1,0,243.84,16,56.9,1
10,2,1201.51,142,0.8,8
1,0,414.88,64,364.9,1
1,0,305.62,18,89,1
1,0,1201.49,148,10.9,1
4,1,867.83,72,162.9,3
1,0,332.3,24,65,1
3,0,536.99,59,22.8,3
2,0,460.59,94,173.1,2
4,0,801.49,68,102.9,4
3,0,1121.59,57,142.1,3
2,0,288.42,21,98.8,2
5,1,912.74,79,22.9,4
1,1,275.64,15,191.9,0
2,0,547.07,26,4,2
1,0,479.35,15,360,1
10,0,1692.98,248,7.9,10
21,1,6500.6,122,14,20
4,0,417.06,28,103,4
9,4,1446.95,73,2.1,5
11,2,3317.97,172,10.1,9
1,0,497.61,26,95.1,1
1,0,358.38,34,227,1
2,0,460.64,23,15,2
2,0,775.18,27,38,2
1,0,341.7,22,51,1
2,0,128.5,8,92.9,2
1,0,197.22,11,156.1,1
1,0,325.91,23,38.1,1
3,0,199.15,11,183.9,3
4,0,1106.53,46,0.9,4
1,0,413.46,24,227.2,1
2,0,180.85,10,128,2
2,0,251.87,11,39.1,2
11,1,3167.73,123,30.9,10
2,1,582.9,24,197,1
34,5,15357.78,114,8.2,29
6,1,1774.62,101,36,5
3,1,1260.44,45,63.8,2
16,1,10183.82,226,42.2,15
1,0,214.32,11,50,1
1,0,193.44,12,43,1
1,0,281.42,14,52.2,1
1,0,124.57,8,186.2,1
1,0,332.41,19,333.1,1
3,0,342.45,17,4,3
2,0,144.91,9,10,2
2,0,328.4,19,23,2
1,0,35.4,2,14.2,1
1,1,345.89,9,365.9,0
2,3,473.14,50,106,-1
2,1,151.65,6,59.2,1
2,2,481.35,25,28.9,0
3,0,207.74,10,140.2,3
4,1,805.62,113,22,3
6,1,2761.49,131,21.7,5
3,0,680.02,5,76.9,3
6,4,7066.31,179,4,2
5,4,2023.47,93,63.8,1
6,0,853.72,111,12,6
1,1,0,3,24.2,0
7,0,1519.08,121,30.1,7
1,0,432,1,66.1,1
3,0,705.12,39,66.1,3
2,0,276.73,33,187,2
2,0,429.84,26,37,2
3,0,471.51,82,15,3
1,0,194.88,35,34.9,1
3,0,1578.67,112,194.1,3
5,0,809.7,166,1.1,5
5,2,496.84,87,1,3
1,0,145.93,44,366,1
1,0,219.14,57,64.1,1
2,1,213.03,37,298.9,1
3,1,444.46,150,25.9,2
6,0,1281.56,80,7,6
3,2,187.69,78,11.1,1
1,0,1706.88,43,116,1
1,0,373.24,50,28.9,1
16,0,3754.27,387,4,16
7,1,3085.48,117,5,6
4,0,579.77,74,81.1,4
5,0,981.65,89,28.8,5
1,1,364.14,18,63.8,0
8,0,1510.06,318,4,8
11,3,2528.67,88,22.9,8
1,0,113.44,8,290,1
1,0,208.46,25,35.9,1
6,0,621.68,46,8.8,6
2,0,576.26,129,23,2
1,0,391.52,9,276,1
6,1,1043.34,97,49,5
11,0,2596.45,141,156,11
1,0,169.79,50,60.9,1
19,7,6666.83,313,12,12
3,1,739.5,69,21,2
1,0,230.25,14,371,1
3,0,543.05,5,115.1,3
17,2,2781.5,69,79.9,15
7,0,1295.39,51,3.2,7
3,0,380.55,47,25.9,3
21,0,4604.22,448,5,21
1,0,161.94,44,53,1
2,3,530.08,42,1,-1
2,0,950.93,59,54,2
1,0,262.68,56,25.1,1
4,1,1903.13,212,8.1,3
3,0,3049.88,226,52,3
9,1,1894.11,159,12,8
3,0,816.73,23,211.1,3
19,0,4345.5,137,21,19
1,0,406.48,21,235.2,1
3,0,435.02,15,138,3
6,1,1161.27,57,3.1,5
3,0,1178.56,39,56.2,3
3,1,1262.75,73,123,2
2,0,167.61,16,109,2
1,0,20.8,1,29.9,1
9,0,2085.08,40,0.1,9
4,1,493.67,18,184.1,3
1,1,292.34,16,8.9,0
2,0,416.64,15,239,2
1,0,117.35,7,86.9,1
3,0,507.05,92,38.1,3
1,0,234.17,14,116,1
1,0,110.55,7,187,1
1,0,201.19,26,226.1,1
7,3,2148.47,8,8,4
1,0,319.02,21,189,1
2,0,439.43,31,3.9,2
3,0,650.41,42,39,3
1,1,232.21,40,2.1,0
1,0,251.52,2,266.8,1
1,0,344.33,39,77,1
6,2,1809.05,64,3,4
2,0,1078.96,71,254.9,2
1,0,384.06,22,60.1,1
7,1,1920.2,112,12,6
2,3,4392.42,354,77.8,-1
10,1,5461.62,62,17,9
2,0,1873.2,3,29,2
7,0,1625.05,74,2.8,7
1,0,126.12,7,4.9,1
6,0,1133.25,7,6.8,6
1,0,179,1,218.2,1
5,1,1601.86,84,10,4
0,1,-1.25,0,371.8,-1
6,3,1427.46,13,29.8,3
3,0,702,7,287.8,3
4,2,287.02,1,149.2,2
2,0,484.82,21,23,2
11,0,3989.57,75,0.1,11
3,1,1487.78,41,72.9,2
2,0,1412.94,38,46,2
4,0,781.78,37,4,4
6,1,877.43,50,50.1,5
1,1,185.46,11,16.1,0
1,0,270.9,15,30,1
3,1,565.58,63,7.9,2
3,0,1842.56,182,28.1,3
20,7,8574.11,88,2.1,13
2,0,920.1,15,40,2
4,0,1272.61,166,11,4
1,0,71,7,30.8,1
3,0,95.85,2,45,3
3,0,357.77,8,60.2,3
2,0,154.83,4,185,2
6,1,848.59,110,78.1,5
2,0,716,1,110.1,2
1,0,146.87,11,63.2,1
2,0,380.35,19,11.1,2
3,0,1030.14,24,86,3
3,1,734.57,28,15.9,2
2,1,388.33,27,245.1,1
1,1,1253.22,75,77.9,0
1,0,112.4,22,30,1
1,0,449.73,15,137.1,1
3,1,1065.77,59,26.1,2
5,0,1044.38,74,2,5
4,0,1735.18,100,31.9,4
1,2,897.43,6,8.2,-1
3,0,339.44,20,112.9,3
1,0,642.02,22,157,1
3,0,1100.9,59,85,3
3,3,864.32,41,115,0
9,2,5594.78,201,2.1,7
6,0,3228.84,169,96,6
1,0,247.14,40,194,1
1,0,413.75,72,27.9,1
1,1,496.38,13,128.1,0
5,1,1353.83,64,28,4
3,0,1179.89,51,81.2,3
5,0,3095.04,292,29,5
1,0,234.24,5,266,1
11,1,5116.13,57,73.1,10
4,1,534.47,52,313.1,3
7,4,1421.59,66,8.2,3
3,0,859.35,53,58.1,3
0,1,-112.35,0,143,-1
21,1,4531.34,116,12,20
9,4,2655.22,111,27.8,5
1,0,312.14,62,113.9,1
9,5,2385.48,102,8.2,4
4,0,1446.09,142,17,4
4,1,813.77,62,17,3
3,0,841.08,17,35.8,3
2,0,378.2,28,35.7,2
1,0,118.8,2,77.9,1
2,1,285.5,8,22,1
2,0,290.16,55,25,2
2,0,2003.85,75,32.9,2
3,0,1405.78,24,108.9,3
2,0,2949.75,146,34.9,2
5,1,1555.05,115,123,4
6,0,2050.08,76,7,6
4,0,1991.01,96,27.9,4
7,1,2041.85,45,4,6
9,1,3802.81,119,2.1,8
4,0,1777.78,99,49.7,4
1,1,270.2,14,317.8,0
3,3,1088.2,69,21.8,0
4,3,992.68,46,8.9,1
8,1,937.92,153,1.8,7
2,0,971.74,65,17.8,2
4,0,1621.73,28,10,4
1,0,25.5,1,261.1,1
2,0,665.78,80,158.9,2
6,1,10380.43,269,32.2,5
6,2,869.68,107,28.8,4
1,0,163.3,12,165,1
1,0,248.61,29,46.9,1
8,2,747.22,85,5,6
3,2,806.9,33,7.9,1
1,0,116.2,9,288,1
1,0,157.02,10,317,1
2,1,593.61,35,2.9,1
1,0,307.46,18,232.9,1
1,0,138.32,7,119,1
1,0,345.3,9,161.1,1
1,0,298.89,31,185,1
1,0,259.35,34,50,1
5,2,991.85,187,152,3
1,0,157.09,14,334,1
5,0,2463.17,78,5,5
7,0,4892.24,13,15,7
2,0,425,21,106.2,2
7,0,1139.73,34,15.8,7
1,0,380.5,24,275,1
12,3,10585.57,309,15.1,9
1,0,465.32,16,247,1
1,0,579,15,238.8,1
2,0,984.57,42,0.8,2
3,0,749.78,33,105,3
4,2,1679.64,68,22,2
1,0,124.88,9,51.2,1
3,1,1503.5,9,194.1,2
1,0,213.78,14,24,1
1,0,329.34,23,75,1
2,0,251.7,19,17,2
2,1,306.55,11,7.2,1
3,0,1266.97,53,31.9,3
3,1,1534.73,96,21.1,2
6,0,3518.03,111,30.9,6
10,1,1707.21,81,28.1,9
2,0,293.1,3,21.2,2
7,1,2466.4,92,32.1,6
1,0,158.68,10,283.8,1
2,1,189.49,11,38.1,1
2,2,816.88,51,49.8,0
1,0,224.91,16,288.8,1
1,1,313.26,15,74.1,0
8,1,3755.65,36,4.9,7
1,0,59.9,4,217.1,1
4,1,1430.94,42,43.9,3
1,0,306.13,15,201,1
3,0,711.79,56,177.9,3
4,2,780.38,91,55.9,2
2,0,239.92,23,57,2
6,2,3286.91,42,7.1,4
2,0,144,1,46.1,2
1,0,203.95,10,226,1
